user_id,register_date,province,city_tier,gender,age_group,member_level
U00079,2025-11-26,广东,二线,男,35-44,普通
U00080,2025-09-18,广东,三线,女,35-44,普通
U00081,2026-01-27,四川,三线,男,18-24,普通
U00082,2026-04-28,上海,三线,女,45+,普通
U00083,2026-01-18,湖北,新一线,女,25-34,普通
U00084,2026-01-18,四川,三线,女,35-44,黄金
U00085,2026-05-17,上海,三线,女,25-34,普通
U00086,2026-02-07,浙江,三线,男,25-34,普通
U00087,2026-02-20,四川,二线,女,25-34,白银
U00088,2026-02-03,北京,一线,女,35-44,普通
U00089,2025-12-29,广东,一线,女,25-34,白银
U00090,2025-11-06,广东,一线,女,25-34,普通
U00091,2025-08-30,广东,三线,女,35-44,普通
U00092,2026-05-09,江苏,新一线,未知,18-24,普通
U00093,2025-12-09,湖北,三线,女,18-24,白银
U00094,2026-05-20,广东,一线,女,25-34,白银
U00095,2025-09-02,上海,二线,女,25-34,普通
U00096,2025-12-24,上海,三线,女,18-24,铂金
U00097,2026-05-24,山东,新一线,男,35-44,铂金
U00098,2025-11-18,山东,三线,男,35-44,普通
U00099,2025-11-05,江苏,二线,女,25-34,普通
U00100,2026-05-11,湖北,二线,男,35-44,普通
U00101,2025-10-19,四川,二线,男,35-44,白银
U00102,2025-11-21,上海,新一线,男,35-44,普通
U00103,2025-11-03,山东,三线,男,18-24,普通
U00104,2026-01-26,广东,二线,女,25-34,白银
U00105,2025-12-26,湖北,二线,男,25-34,普通
U00106,2025-10-29,江苏,新一线,男,35-44,铂金
U00107,2025-10-05,广东,新一线,女,25-34,白银
U00108,2026-03-28,北京,一线,女,25-34,普通
U00109,2025-12-04,上海,新一线,男,45+,白银
U00110,2025-09-05,山东,一线,女,25-34,普通
U00111,2026-02-13,四川,新一线,未知,25-34,黄金
U00112,2025-08-30,江苏,三线,女,25-34,白银
U00113,2025-09-18,浙江,二线,男,25-34,白银
U00114,2026-02-01,广东,三线,女,25-34,黄金
U00115,2026-02-07,北京,一线,女,35-44,黄金
U00116,2025-10-17,广东,二线,女,18-24,普通
U00117,2025-08-10,浙江,一线,男,35-44,普通
U00118,2025-07-19,广东,二线,女,35-44,普通
U00119,2025-10-30,北京,新一线,男,25-34,白银
U00120,2025-11-16,浙江,一线,男,35-44,白银
U00121,2026-04-20,北京,三线,男,35-44,白银
U00122,2025-11-19,山东,三线,男,18-24,普通
U00123,2025-12-15,北京,一线,男,45+,黄金
U00124,2026-04-23,上海,二线,女,35-44,普通
U00125,2026-03-25,山东,二线,男,25-34,白银
U00126,2026-03-11,江苏,三线,男,25-34,白银
U00127,2025-09-23,四川,三线,女,25-34,黄金
U00128,2026-04-10,上海,三线,男,25-34,普通
U00129,2026-01-25,上海,三线,男,18-24,普通
U00130,2026-03-15,山东,一线,男,25-34,黄金
U00131,2026-02-12,山东,一线,男,25-34,白银
U00132,2025-09-22,北京,一线,女,18-24,铂金
U00133,2025-08-30,山东,一线,女,18-24,黄金
U00134,2025-11-29,北京,三线,女,45+,普通
U00135,2026-04-11,浙江,三线,男,25-34,白银
U00136,2025-09-10,江苏,二线,女,35-44,普通
U00137,2026-03-19,北京,一线,男,25-34,白银
U00138,2026-03-10,浙江,三线,女,25-34,白银
U00139,2026-04-07,湖北,三线,女,35-44,铂金
U00140,2025-11-02,湖北,新一线,女,25-34,普通
U00141,2026-03-02,湖北,三线,未知,35-44,白银
U00142,2025-09-18,山东,一线,男,45+,普通
U00143,2025-08-23,山东,一线,女,25-34,白银
U00144,2026-01-28,浙江,一线,女,45+,普通
U00145,2026-01-22,江苏,二线,女,35-44,普通
U00146,2025-12-12,山东,一线,女,25-34,白银
U00147,2025-11-27,广东,一线,男,18-24,白银
U00148,2025-08-23,山东,新一线,女,35-44,普通
U00149,2025-07-31,北京,二线,男,18-24,普通
U00150,2026-04-18,浙江,新一线,男,25-34,普通
U00151,2025-11-03,山东,新一线,男,25-34,普通
U00152,2025-07-07,山东,二线,女,18-24,普通
U00153,2025-12-26,北京,三线,女,25-34,普通
U00154,2026-01-15,山东,一线,男,25-34,白银
U00155,2025-12-01,上海,三线,男,25-34,白银
U00156,2025-07-28,山东,二线,女,25-34,黄金
U00157,2025-10-23,广东,二线,女,35-44,白银
U00158,2025-09-11,江苏,一线,男,25-34,白银
U00159,2025-09-08,江苏,二线,男,25-34,普通
U00160,2026-04-05,四川,二线,女,25-34,黄金
U00161,2026-03-06,北京,二线,女,25-34,普通
U00162,2025-10-26,湖北,二线,男,25-34,普通
U00163,2025-09-04,山东,二线,女,35-44,白银
U00164,2026-05-25,四川,一线,女,25-34,白银
U00165,2026-04-16,四川,新一线,女,25-34,普通
U00166,2025-12-04,湖北,一线,男,45+,普通
U00167,2026-03-12,江苏,一线,男,25-34,普通
U00168,2026-01-08,湖北,新一线,女,25-34,黄金
U00169,2026-05-14,湖北,二线,男,25-34,普通
U00170,2025-10-31,四川,一线,未知,25-34,黄金
U00171,2026-05-29,四川,一线,男,18-24,普通
U00172,2026-02-20,江苏,新一线,女,25-34,普通
U00173,2025-12-20,广东,新一线,女,18-24,黄金
U00174,2026-04-12,广东,新一线,女,25-34,白银
U00175,2026-05-04,上海,二线,女,18-24,普通
U00176,2025-11-08,浙江,一线,女,18-24,普通
U00177,2025-11-01,四川,一线,男,18-24,白银
U00178,2026-03-29,江苏,一线,女,35-44,普通
U00179,2025-08-27,山东,新一线,女,18-24,白银
U00180,2026-03-26,北京,三线,女,18-24,铂金
U00181,2026-01-24,湖北,一线,女,35-44,普通
U00182,2025-08-13,四川,新一线,男,25-34,白银
U00183,2026-04-09,四川,三线,未知,25-34,普通
U00184,2026-05-08,湖北,一线,女,18-24,白银
U00185,2026-04-11,广东,三线,女,25-34,普通
U00186,2026-02-20,湖北,三线,女,25-34,普通
U00187,2025-11-10,四川,新一线,女,25-34,普通
U00188,2025-08-15,江苏,三线,男,35-44,黄金
U00189,2026-04-13,上海,二线,女,25-34,黄金
U00190,2026-02-04,上海,二线,女,25-34,白银
U00191,2025-10-19,浙江,三线,男,18-24,黄金
U00192,2026-01-07,江苏,二线,女,35-44,黄金
U00193,2026-05-17,上海,二线,男,25-34,白银
U00194,2025-12-23,四川,一线,男,18-24,白银
U00195,2025-08-07,浙江,一线,男,25-34,普通
U00196,2026-02-20,四川,新一线,男,35-44,白银
U00197,2026-04-19,江苏,一线,男,35-44,普通
U00198,2025-08-13,北京,三线,女,25-34,普通
U00199,2025-11-19,广东,一线,男,18-24,白银
U00200,2026-05-02,山东,二线,男,25-34,白银
U00201,2025-07-06,广东,二线,女,35-44,白银
U00202,2025-11-28,四川,一线,男,35-44,普通
U00203,2026-01-13,广东,二线,男,35-44,普通
U00204,2025-07-12,山东,一线,女,25-34,白银
U00205,2026-05-26,湖北,二线,男,18-24,普通
U00206,2026-05-15,山东,二线,男,35-44,普通
U00207,2026-04-30,湖北,一线,男,25-34,普通
U00208,2025-12-20,浙江,一线,女,18-24,普通
U00209,2025-12-28,四川,新一线,男,18-24,普通
U00210,2026-05-07,浙江,一线,男,35-44,普通
U00211,2026-04-17,山东,二线,女,25-34,普通
U00212,2025-08-06,山东,三线,女,35-44,白银
U00213,2025-12-30,江苏,二线,女,18-24,普通
U00214,2025-11-26,江苏,一线,女,25-34,普通
U00215,2026-04-12,上海,三线,女,25-34,普通
U00216,2026-05-08,山东,新一线,未知,25-34,黄金
U00217,2025-12-25,江苏,新一线,男,35-44,铂金
U00218,2026-03-28,浙江,二线,男,25-34,普通
U00219,2025-12-23,上海,二线,男,18-24,白银
U00220,2025-11-25,北京,新一线,男,25-34,普通
U00221,2025-12-29,北京,三线,男,35-44,普通
U00222,2026-04-15,湖北,二线,女,35-44,黄金
U00223,2026-03-29,江苏,三线,女,18-24,普通
U00224,2025-10-20,四川,三线,男,45+,普通
U00225,2025-12-01,江苏,一线,女,35-44,白银
U00226,2026-05-04,湖北,新一线,男,35-44,白银
U00227,2025-09-25,山东,一线,男,35-44,普通
U00228,2026-02-15,北京,三线,男,25-34,铂金
U00229,2026-02-28,广东,二线,女,25-34,普通
U00230,2025-11-24,湖北,三线,未知,35-44,黄金
U00231,2025-09-11,北京,一线,女,35-44,白银
U00232,2025-08-24,江苏,二线,男,18-24,普通
U00233,2026-03-22,浙江,三线,男,45+,黄金
U00234,2025-12-28,上海,三线,男,25-34,普通
U00235,2025-08-13,四川,新一线,男,45+,黄金
U00236,2025-12-21,浙江,新一线,男,45+,普通
U00237,2025-09-12,山东,三线,女,35-44,普通
U00238,2025-10-21,浙江,三线,男,25-34,普通
U00239,2025-07-27,广东,三线,女,25-34,普通
U00240,2026-03-15,上海,新一线,女,25-34,普通
U00241,2025-12-30,广东,三线,男,25-34,普通
U00242,2026-01-03,江苏,一线,男,25-34,白银
U00243,2026-01-10,北京,一线,男,18-24,普通
U00244,2026-05-20,江苏,二线,男,25-34,普通
U00245,2026-05-28,浙江,三线,未知,25-34,普通
U00246,2025-09-10,江苏,三线,男,18-24,白银
U00247,2025-07-24,四川,二线,女,45+,普通
U00248,2025-11-09,上海,新一线,男,35-44,普通
U00249,2025-12-19,北京,一线,女,25-34,普通
U00250,2026-02-13,湖北,二线,未知,25-34,普通
U00251,2026-03-25,北京,一线,女,18-24,白银
U00252,2025-10-03,北京,二线,男,25-34,普通
U00253,2026-02-16,湖北,新一线,女,25-34,普通
U00254,2025-12-30,湖北,二线,女,35-44,普通
U00255,2026-05-25,湖北,二线,女,35-44,普通
U00256,2025-07-18,浙江,三线,男,18-24,白银
U00257,2026-01-06,四川,三线,女,18-24,普通
U00258,2026-02-18,四川,二线,男,18-24,普通
U00259,2026-01-06,湖北,二线,女,25-34,普通
U00260,2025-10-06,山东,三线,女,18-24,白银
U00261,2026-02-16,广东,二线,女,45+,普通
U00262,2025-09-10,江苏,三线,男,35-44,铂金
U00263,2025-12-13,四川,一线,女,25-34,普通
U00264,2025-09-21,浙江,二线,女,18-24,普通
U00265,2025-09-12,广东,三线,男,25-34,普通
U00266,2026-04-11,浙江,一线,男,25-34,白银
U00267,2026-03-05,湖北,三线,女,18-24,铂金
U00268,2026-05-27,江苏,三线,女,25-34,普通
U00269,2026-04-11,浙江,新一线,男,45+,普通
U00270,2025-09-04,浙江,二线,男,25-34,白银
U00271,2025-12-27,北京,一线,男,25-34,白银
U00272,2025-09-05,北京,一线,女,18-24,黄金
U00273,2025-09-19,浙江,二线,女,25-34,黄金
U00274,2025-07-17,江苏,一线,女,35-44,普通
U00275,2025-10-18,湖北,一线,女,25-34,普通
U00276,2025-12-04,山东,新一线,女,35-44,普通
U00277,2025-08-09,上海,新一线,男,25-34,普通
U00278,2026-05-09,浙江,二线,女,25-34,铂金
U00279,2025-12-26,湖北,新一线,女,25-34,普通
U00280,2025-11-03,山东,一线,男,25-34,普通
U00281,2025-11-28,湖北,三线,男,35-44,普通
U00282,2025-12-17,四川,新一线,女,25-34,普通
U00283,2026-03-15,北京,三线,男,45+,普通
U00284,2025-11-03,广东,二线,男,25-34,白银
U00285,2026-02-28,北京,一线,女,25-34,黄金
U00286,2026-01-06,湖北,二线,男,18-24,白银
U00287,2026-01-04,北京,一线,男,25-34,普通
U00288,2026-05-18,江苏,新一线,未知,25-34,白银
U00289,2025-12-23,四川,新一线,男,25-34,普通
U00290,2025-07-26,上海,新一线,女,35-44,普通
U00291,2025-09-17,浙江,二线,女,25-34,普通
U00292,2026-05-14,北京,二线,女,25-34,普通
U00293,2026-04-17,北京,三线,女,25-34,白银
U00294,2026-02-01,北京,一线,女,25-34,白银
U00295,2026-04-25,广东,一线,女,18-24,白银
U00296,2026-05-16,湖北,新一线,女,25-34,白银
U00297,2025-08-28,广东,一线,男,25-34,普通
U00298,2025-10-15,湖北,三线,女,35-44,普通
U00299,2025-09-11,广东,二线,未知,25-34,普通
U00300,2025-09-29,山东,二线,女,35-44,黄金
U00301,2026-05-28,北京,三线,男,25-34,白银
U00302,2025-10-26,北京,二线,女,35-44,普通
U00303,2026-03-05,四川,二线,男,25-34,普通
U00304,2026-01-21,四川,新一线,男,25-34,白银
U00305,2025-12-27,山东,二线,女,18-24,黄金
U00306,2025-11-18,北京,新一线,男,35-44,普通
U00307,2025-07-28,广东,新一线,男,25-34,白银
U00308,2025-08-23,浙江,一线,未知,45+,普通
U00309,2026-03-03,山东,新一线,女,25-34,普通
U00310,2025-08-02,江苏,新一线,女,35-44,黄金
U00311,2025-09-30,湖北,新一线,女,18-24,黄金
U00312,2026-03-13,浙江,二线,女,18-24,白银
U00313,2025-08-26,四川,二线,女,25-34,普通
U00314,2025-09-09,山东,二线,男,18-24,普通
U00315,2026-02-22,北京,新一线,男,25-34,普通
U00316,2025-10-09,浙江,三线,女,25-34,普通
U00317,2025-08-20,浙江,新一线,女,45+,普通
U00318,2026-01-15,广东,三线,女,45+,普通
U00319,2026-04-22,上海,二线,女,35-44,普通
U00320,2025-09-01,山东,二线,男,35-44,黄金
U00321,2025-12-09,江苏,二线,男,25-34,铂金
U00322,2026-03-04,浙江,三线,女,25-34,普通
U00323,2026-04-10,山东,新一线,女,35-44,白银
U00324,2025-08-13,山东,二线,男,25-34,普通
U00325,2026-04-09,广东,新一线,男,35-44,普通
U00326,2025-10-16,山东,一线,女,25-34,普通
U00327,2025-09-08,湖北,三线,女,25-34,白银
U00328,2025-12-07,上海,三线,男,18-24,普通
U00329,2025-08-09,上海,三线,男,18-24,铂金
U00330,2025-08-07,山东,一线,男,18-24,普通
U00331,2026-05-27,湖北,二线,未知,25-34,黄金
U00332,2026-01-12,湖北,一线,女,25-34,普通
U00333,2025-12-28,江苏,新一线,未知,25-34,普通
U00334,2025-10-25,上海,一线,未知,25-34,白银
U00335,2026-02-05,湖北,新一线,男,25-34,普通
U00336,2025-08-29,上海,三线,女,45+,黄金
U00337,2025-11-03,广东,一线,男,18-24,白银
U00338,2025-07-27,广东,一线,男,25-34,普通
U00339,2025-07-31,浙江,二线,男,45+,白银
U00340,2026-04-24,四川,新一线,男,18-24,白银
U00341,2025-10-24,湖北,二线,男,25-34,白银
U00342,2025-09-30,湖北,三线,男,25-34,白银
U00343,2026-01-14,四川,三线,男,25-34,普通
U00344,2026-04-04,山东,新一线,女,25-34,白银
U00345,2026-02-25,上海,三线,未知,25-34,普通
U00346,2025-11-04,北京,新一线,男,18-24,普通
U00347,2026-01-08,江苏,新一线,男,25-34,白银
U00348,2025-07-23,江苏,新一线,女,25-34,白银
U00349,2025-10-22,山东,新一线,女,25-34,铂金
U00350,2025-07-10,广东,新一线,未知,18-24,铂金
U00351,2026-03-05,广东,新一线,男,25-34,普通
U00352,2025-11-24,湖北,三线,女,25-34,普通
U00353,2026-03-22,山东,三线,男,45+,普通
U00354,2025-12-13,广东,二线,男,18-24,黄金
U00355,2025-09-15,上海,二线,女,25-34,白银
U00356,2025-12-01,浙江,新一线,男,25-34,黄金
U00357,2026-03-15,四川,二线,女,25-34,白银
U00358,2026-03-11,山东,新一线,女,25-34,普通
U00359,2026-04-08,山东,新一线,女,25-34,白银
U00360,2025-08-02,上海,一线,女,25-34,白银
U00361,2026-01-30,浙江,新一线,男,18-24,普通
U00362,2026-02-21,四川,一线,女,25-34,白银
U00363,2026-03-07,山东,一线,男,25-34,普通
U00364,2026-03-31,北京,二线,男,35-44,白银
U00365,2025-10-02,江苏,一线,女,25-34,白银
U00366,2025-11-09,四川,二线,女,18-24,铂金
U00367,2026-02-23,广东,新一线,男,35-44,普通
U00368,2025-07-19,江苏,三线,男,25-34,普通
U00369,2025-07-07,浙江,一线,女,25-34,白银
U00370,2026-04-18,江苏,一线,男,35-44,白银
U00371,2026-04-19,山东,二线,男,18-24,黄金
U00372,2026-04-07,上海,新一线,女,25-34,铂金
U00373,2026-04-29,浙江,三线,女,25-34,白银
U00374,2026-04-19,湖北,二线,男,35-44,白银
U00375,2025-08-12,四川,一线,男,25-34,普通
U00376,2026-05-08,湖北,二线,男,25-34,铂金
U00377,2026-03-11,广东,二线,女,25-34,普通
U00378,2026-04-28,湖北,一线,女,25-34,普通
U00379,2025-08-09,江苏,二线,男,35-44,白银
U00380,2026-01-18,四川,二线,男,18-24,普通
U00381,2026-01-03,北京,一线,男,18-24,普通
U00382,2026-04-13,湖北,一线,男,25-34,普通
U00383,2026-05-05,四川,三线,男,25-34,白银
U00384,2026-04-15,广东,新一线,女,18-24,普通
U00385,2025-11-17,山东,新一线,男,25-34,普通
U00386,2026-03-07,江苏,二线,男,25-34,白银
U00387,2026-05-03,广东,三线,男,25-34,黄金
U00388,2025-12-20,湖北,二线,男,25-34,黄金
U00389,2026-05-03,浙江,二线,男,45+,普通
U00390,2025-12-10,浙江,三线,未知,25-34,白银
U00391,2026-03-11,广东,二线,男,35-44,普通
U00392,2025-08-30,广东,新一线,女,25-34,铂金
U00393,2026-02-24,广东,三线,女,35-44,普通
U00394,2026-01-28,山东,新一线,女,25-34,白银
U00395,2026-02-04,湖北,一线,男,25-34,白银
U00396,2026-04-02,湖北,一线,女,25-34,黄金
U00397,2026-04-03,江苏,一线,女,25-34,普通
U00398,2026-05-12,上海,三线,未知,25-34,白银
U00399,2025-08-26,上海,一线,男,25-34,普通
U00400,2026-04-26,广东,三线,男,25-34,白银
U00401,2026-03-16,浙江,二线,未知,25-34,普通
U00402,2025-08-15,江苏,新一线,男,25-34,白银
U00403,2026-03-26,山东,二线,女,25-34,白银
U00404,2025-12-13,江苏,二线,男,35-44,普通
U00405,2025-12-25,江苏,新一线,女,35-44,普通
U00406,2026-04-11,浙江,二线,女,45+,普通
U00407,2026-01-26,浙江,新一线,女,25-34,普通
U00408,2026-05-13,广东,三线,女,25-34,白银
U00409,2025-10-16,北京,一线,女,35-44,普通
U00410,2026-01-06,四川,新一线,女,25-34,黄金
U00411,2026-03-30,四川,三线,女,25-34,普通
U00412,2026-02-22,浙江,二线,女,25-34,白银
U00413,2025-12-10,江苏,新一线,男,18-24,白银
U00414,2026-03-21,湖北,三线,女,25-34,普通
U00415,2026-03-09,浙江,新一线,女,18-24,普通
U00416,2026-02-18,上海,二线,未知,25-34,普通
U00417,2026-01-15,山东,三线,女,25-34,黄金
U00418,2026-03-10,浙江,一线,女,35-44,普通
U00419,2025-07-19,北京,新一线,女,18-24,普通
U00420,2026-03-13,江苏,一线,男,25-34,铂金
U00421,2026-04-06,上海,三线,女,45+,普通
U00422,2025-11-06,北京,一线,男,25-34,黄金
U00423,2026-02-12,江苏,新一线,男,35-44,白银
U00424,2026-05-11,湖北,新一线,女,35-44,黄金
U00425,2025-08-02,四川,二线,女,18-24,铂金
U00426,2025-11-29,北京,二线,未知,25-34,黄金
U00427,2025-08-20,浙江,三线,女,45+,黄金
U00428,2025-09-05,浙江,新一线,男,25-34,普通
U00429,2026-01-20,山东,新一线,女,25-34,普通
U00430,2026-02-19,江苏,一线,男,35-44,白银
U00431,2026-01-07,山东,三线,男,18-24,白银
U00432,2025-08-19,山东,二线,女,35-44,普通
U00433,2026-02-07,广东,三线,男,35-44,普通
U00434,2026-04-24,浙江,三线,女,35-44,白银
U00435,2025-07-26,江苏,三线,男,45+,普通
U00436,2026-02-21,上海,三线,男,35-44,普通
U00437,2025-12-04,浙江,二线,男,25-34,普通
U00438,2025-09-25,上海,三线,女,35-44,白银
U00439,2026-02-07,江苏,一线,男,25-34,普通
U00440,2025-10-26,山东,一线,男,25-34,普通
U00441,2026-02-04,浙江,三线,男,25-34,白银
U00442,2025-08-24,江苏,二线,男,25-34,普通
U00443,2025-09-09,浙江,一线,女,18-24,白银
U00444,2026-02-13,四川,新一线,女,18-24,普通
U00445,2026-02-14,广东,一线,女,18-24,普通
U00446,2026-01-15,四川,三线,男,18-24,普通
U00447,2025-08-15,广东,二线,女,35-44,黄金
U00448,2025-12-04,广东,新一线,女,25-34,普通
U00449,2025-11-02,山东,三线,男,25-34,白银
U00450,2026-03-30,上海,二线,女,18-24,黄金
U00451,2026-04-20,湖北,二线,女,18-24,普通
U00452,2025-08-09,上海,一线,男,18-24,黄金
U00453,2026-01-22,北京,三线,男,25-34,白银
U00454,2026-04-04,浙江,二线,男,18-24,黄金
U00455,2025-09-20,四川,三线,女,35-44,白银
U00456,2026-05-28,江苏,二线,女,35-44,黄金
U00457,2025-08-01,广东,一线,女,18-24,白银
U00458,2025-07-31,北京,新一线,男,35-44,白银
U00459,2025-09-24,山东,二线,女,35-44,白银
U00460,2025-09-26,四川,新一线,女,35-44,白银
U00461,2025-09-01,上海,二线,女,25-34,普通
U00462,2026-04-24,江苏,三线,女,25-34,普通
U00463,2026-04-19,浙江,二线,男,35-44,黄金
U00464,2025-08-31,广东,一线,男,35-44,普通
U00465,2026-03-01,四川,三线,女,18-24,铂金
U00466,2025-07-21,湖北,新一线,男,25-34,白银
U00467,2025-11-18,江苏,二线,男,35-44,普通
U00468,2025-10-25,上海,三线,男,25-34,普通
U00469,2025-12-09,四川,一线,女,18-24,普通
U00470,2026-04-17,北京,新一线,女,25-34,普通
U00471,2025-10-11,广东,新一线,男,25-34,普通
U00472,2025-12-27,上海,二线,男,25-34,黄金
U00473,2025-12-07,江苏,新一线,女,25-34,普通
U00474,2025-08-02,浙江,二线,男,45+,黄金
U00475,2026-03-26,湖北,二线,女,35-44,白银
U00476,2026-03-18,浙江,三线,男,25-34,普通
U00477,2025-09-07,广东,二线,男,25-34,黄金
U00478,2025-12-17,四川,三线,男,18-24,普通
U00479,2026-04-28,江苏,新一线,男,25-34,普通
U00480,2025-09-02,四川,新一线,女,25-34,黄金
U00481,2025-08-18,浙江,二线,女,35-44,普通
U00482,2025-12-17,浙江,一线,女,45+,普通
U00483,2025-07-28,北京,二线,女,18-24,铂金
U00484,2026-02-19,广东,一线,女,35-44,普通
U00485,2025-07-09,上海,新一线,男,35-44,普通
U00486,2026-05-21,江苏,二线,女,18-24,铂金
U00487,2025-10-12,山东,新一线,男,35-44,黄金
U00488,2025-09-03,上海,三线,男,45+,普通
U00489,2026-01-21,山东,一线,男,25-34,普通
U00490,2025-10-06,北京,二线,男,18-24,白银
U00491,2026-05-14,广东,二线,女,35-44,普通
U00492,2025-08-16,北京,三线,男,18-24,黄金
U00493,2026-03-29,广东,一线,未知,35-44,普通
U00494,2026-04-07,山东,二线,女,25-34,普通
U00495,2025-10-03,上海,二线,女,18-24,黄金
U00496,2025-11-23,上海,三线,女,35-44,铂金
U00497,2025-09-22,江苏,新一线,女,25-34,黄金
U00498,2025-07-31,广东,三线,男,35-44,黄金
U00499,2025-10-01,广东,二线,女,35-44,黄金
U00500,2025-07-17,四川,新一线,女,18-24,铂金
U00501,2026-03-12,北京,新一线,女,18-24,普通
U00502,2025-10-23,上海,三线,男,45+,普通
U00503,2025-09-07,四川,新一线,女,35-44,普通
U00504,2025-07-14,浙江,新一线,女,35-44,黄金
U00505,2025-08-09,四川,三线,女,25-34,普通
U00506,2025-09-21,湖北,三线,女,18-24,铂金
U00507,2026-05-13,四川,新一线,女,35-44,普通
U00508,2025-11-30,浙江,新一线,女,45+,黄金
U00509,2026-01-19,上海,新一线,女,45+,铂金
U00510,2025-10-24,江苏,三线,男,35-44,普通
U00511,2025-12-13,浙江,一线,女,35-44,白银
U00512,2025-12-21,山东,一线,男,25-34,普通
U00513,2025-11-11,江苏,一线,男,25-34,普通
U00514,2025-09-26,湖北,三线,女,25-34,普通
U00515,2026-03-05,广东,新一线,女,35-44,普通
U00516,2025-07-13,四川,二线,未知,18-24,普通
U00517,2026-01-11,浙江,一线,女,35-44,普通
U00518,2026-05-03,山东,一线,男,25-34,白银
U00519,2026-02-10,浙江,一线,男,18-24,普通
U00520,2026-04-12,北京,二线,男,18-24,普通
